unknown1,unknown2,unknown3,unknown4,unknown5,unknown6,unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,unknown16,unknown17,target
type3,5011,200,0,0,2,15,55,0,1,0,0,139,0,0,196.5,705,0
type3,2401,375,0,0,3,173,519,0,40,10,3,325,0,0,70.6,955,0
type3,2061,550,0,0,0,1,32,0,0,1,0,193,0,0,145.7,34,0
type1,1196,396,0,0,1,0,16,0,0,41,0,17,0,0,120.5,999,0
type3,4194,200,0,0,3,1,239,0,2,2,0,216,1,0,142,54,0
type1,3371,704,0,0,1,0,9,0,1,0,0,5,0,0,96.9,1157,0
type3,1744,200,0,0,10,196,967,0,7,0,9,2091,9,0,146.4,124,0
type3,1360,560,0,0,1,1,47,0,1,0,1,92,0,0,143.5,44,0
type3,2393,550,0,1,2,7,237,0,2,2,0,131,0,0,124,109,0
type1,4482,200,0,0,0,4,32,0,0,172,0,12,0,0,96.8,1158,0
type3,7405,200,1,0,3,2,563,0,4,1,0,5355,0,0,161.1,48,1
type3,2771,200,0,0,1,21,73,0,1,0,0,68,0,0,130.9,19,0
type4,4610,1710,0,0,0,85,19,0,8,6,0,37,0,0,55.4,816,0
type3,2034,1234,0,0,1,0,124,0,2,0,0,306,0,0,185,61,0
type3,4372,200,0,0,0,0,37,0,0,0,0,83,0,0,139.3,10,1
type3,2012,200,0,0,4,65,355,0,7,4,2,142,0,0,56.6,1088,0
type3,1680,200,0,0,4,101,295,0,4,0,3,823,0,0,114.3,72,0
type1,2348,200,0,0,0,0,6,0,0,44,0,19,0,0,88.3,1163,0
type3,6903,200,0,0,0,4,159,0,1,0,0,285,0,0,177.5,15,0
type1,1668,200,0,0,2,5,37,0,1,304,1,8,0,0,118.4,1459,0
type1,8140,200,0,0,0,0,15,0,0,0,0,15,0,0,84.4,930,1
type3,8766,200,0,0,1,7,412,0,4,18,0,42,0,0,142.2,49,0
type3,3927,200,0,0,0,0,20,0,0,0,1,68,0,0,133.4,156,0
type1,4243,550,0,1,5,28,152,1,2,1,1,87,0,0,98.9,1423,0
type1,3666,200,0,0,0,2,30,0,0,0,0,5,0,0,102.7,1209,0
type3,3791,200,0,0,1,4,44,0,0,1,0,14,0,0,154.6,17,0
type3,1874,697,0,0,6,49,341,0,5,0,2,353,4,0,146.8,17,0
type3,1704,200,0,0,2,20,111,0,2,0,0,118,2,0,129.6,28,0
type3,1744,944,0,0,3,0,141,0,1,0,0,234,0,0,131.4,13,0
type2,1350,550,0,0,0,3,3,0,0,0,0,8,0,0,45.8,625,0
type3,12350,200,0,0,0,3,37,0,0,6,1,63,0,0,141.2,52,0
type1,1715,200,0,0,7,51,213,0,5,253,2,16,5,1,93.4,1389,0
type3,1693,200,0,0,9,18,514,0,11,1,2,2698,1,0,154.8,51,0
type3,1161,361,0,1,12,5,1166,0,12,2,4,2111,7,0,127.8,17,0
type3,4516,200,0,0,9,90,677,1,7,0,4,155,0,0,130.3,100,0
type3,3183,200,0,0,2,113,71,0,1,0,3,83,0,0,127.8,216,0
type2,8009,200,0,0,0,21,14,0,0,4,0,16,0,0,63.9,325,1
type2,2052,200,0,0,0,172,28,0,0,0,0,18,0,0,43.1,705,0
type3,2841,200,0,0,0,3,8,0,0,0,0,16,0,0,134.7,12,0
type3,9795,200,0,0,1,6,105,0,1,1,0,2033,0,0,135.7,43,0
type1,3797,900,0,0,1,1,16,0,1,235,1,6,0,0,120.1,1477,0
type1,1383,386,0,0,1,3,32,0,1,25,0,5,0,0,95.7,1108,0
type1,1000,200,0,0,2,5,40,0,0,215,0,15,0,0,60.5,1155,0
type3,1448,648,0,0,0,1,93,0,2,5,0,225,0,0,167.3,118,0
type3,3102,200,0,0,2,0,134,0,1,2,0,124,0,0,132.1,31,0
type1,5411,200,0,0,3,2,21,0,0,153,0,15,0,0,131,1095,1
type3,3100,200,0,0,0,0,32,0,0,0,0,114,0,0,127.1,28,0
type3,2274,200,0,0,1,0,128,0,1,0,0,357,0,0,141.1,17,0
type3,5890,5100,0,0,0,0,100,0,2,0,0,114,0,0,140.8,11,0
type1,3616,200,0,0,1,6,18,0,0,2,0,7,0,0,94.3,1343,0
type1,1355,550,0,0,2,13,18,0,1,14,1,14,0,0,103.2,1227,0
type3,1371,200,0,0,1,7,161,0,1,4,0,99,0,0,145.9,34,0
type3,1380,200,0,0,2,5,187,0,1,4,1,29,0,0,145.6,40,0
type2,5934,200,0,0,0,8,5,0,0,0,0,17,0,0,43.9,681,0
type2,2397,200,0,0,0,2,6,0,0,0,0,241,0,0,44.5,435,0
type2,1751,200,0,0,2,2,12,0,0,1,0,18,0,0,67.1,331,0
type3,1699,550,0,0,3,71,166,0,2,0,3,104,0,0,139.7,63,0
type1,4929,200,0,0,1,2,20,0,0,159,0,7,0,0,126.1,962,0
type4,1177,377,0,0,0,576,14,0,0,121,0,5,0,0,81,1064,0
type1,1350,550,0,0,1,2,28,0,1,165,0,6,0,0,100.2,1390,1
type1,1542,200,0,0,2,3,33,0,0,0,0,21,0,0,95.4,1172,0
type2,1924,200,0,0,0,4,4,0,0,0,0,12,0,0,57.8,568,0
type3,1320,520,0,0,0,15,33,0,1,2,0,27,1,2,130.5,12,0
type1,1632,550,0,0,1,1,10,0,0,16,0,14,0,0,92.9,1226,0
type3,1318,518,0,0,1,16,98,0,1,0,0,77,0,0,60.8,1240,1
type1,1368,200,0,0,0,1,12,0,0,255,0,7,0,0,108.5,1342,0
type3,1359,200,0,0,0,2,33,0,0,1,0,24,0,0,127.2,19,0
type3,2414,200,0,0,0,3,17,0,0,0,0,17,0,0,136.6,12,0
type3,1366,200,0,0,2,3,114,0,3,2,0,170,0,0,57.8,1307,0
type2,2148,200,0,0,1,87,70,0,1,3,0,102,0,0,53.8,357,0
type3,1335,535,0,0,3,17,350,0,4,10,0,96,0,0,132.6,78,0
type1,1962,200,0,0,0,2,19,0,0,1,0,2,0,0,87.2,1115,0
type3,4653,200,0,0,7,3,599,0.3,5,0,5,1861,5,0,131.1,14,0
type3,3033,200,0,0,0,8,60,0,0,1,0,96,0,0,111.8,1429,0
type1,5217,200,0,0,1,2,18,0,0,3,0,12,0,0,92.9,1056,0
type3,2082,200,0,0,0,1,24,0,0,0,0,44,0,0,146.4,8,0
type3,2076,200,0,0,0,2,115,0,0,0,0,113,0,0,200.3,49,0
type4,2758,200,0,0,0,7,25,0,1,16,0,18,0,0,44.3,1032,0
type2,2444,200,0,0,0,122,3,0,0,0,0,6,0,0,44.9,678,0
type1,4466,200,0,0,0,0,9,0,0,223,0,7,0,0,114.8,1195,0
type1,7608,508,0,0,2,14,38,0,0,0,0,5,0,0,100.9,1202,0
type3,4941,200,0,0,0,10,26,0,0,6,0,32,0,0,126.9,48,0
type2,6546,496,0,0,0,0,4,0,0,3,0,9,0,0,67.8,368,0
type2,8064,200,0,0,0,4,2,0,0,0,0,11,0,0,43.7,701,0
type1,2005,200,0,0,0,0,6,0,0,0,0,11,0,0,100.9,1072,0
type3,1341,200,0,0,10,68,234,0,9,1,1,2195,0,0,132.5,54,0
type3,1373,200,0,0,2,65,64,0,2,0,0,28,0,0,187.2,68,0
type3,1370,200,0,1,1,2,109,0,1,0,0,1885,0,0,153,15,0
type1,1732,200,0,0,1,5,42,0,0,12,0,11,0,0,81.2,1150,1
type2,5780,200,0,0,0,3,4,0,0,1,0,8,0,0,66.7,278,0
type3,1219,419,0,0,5,36,415,0,6,3,0,147,1,0,149.1,53,0
type2,2037,200,0,0,1,72,75,0,0,0,0,52,0,0,45.4,358,0
type1,4269,200,0,0,4,24,42,0,2,4,0,11,0,0,97.7,1223,0
type1,1766,200,0,0,0,2,16,0,1,216,0,16,0,0,132.1,1215,1
type3,1401,601,1,0,10,97,1387,0.1,9,1,5,634,7,0,195.5,48,0
type4,2271,200,0,0,0,20,5,0,0,0,0,14,0,0,59.4,940,0
type3,3599,200,0,0,1,0,69,0,0,0,0,1518,0,0,130.6,29,1
type3,2047,1247,0,0,1,3,119,0,1,3,0,164,0,0,128.2,20,0
type3,1254,200,0,0,3,10,123,0,2,1,1,101,0,0,226.6,20,0
type3,1524,200,0,0,4,1,237,0,3,0,0,2492,0,0,133.6,21,0
type1,2129,200,0,0,3,3,42,0,0,41,0,17,0,0,128.5,1130,0
type4,6780,5800,0,0,0,0,25,0,0,296,0,20,0,0,83.4,1505,0
type3,6136,200,0,0,3,0,116,0,2,0,0,189,0,0,142.6,23,0
type1,2771,200,0,0,0,3,19,0,0,249,0,1,0,0,115.3,1488,0
type1,1413,431,0,0,1,28,40,0,2,41,0,17,0,0,84.9,1284,0
type3,1665,200,0,0,9,72,482,0,8,1,3,302,0,0,140,77,0
type2,1413,200,0,0,0,1,0,0,0,0,0,18,0,0,44.6,412,0
type1,2662,200,0,0,0,0,24,0,0,0,0,18,0,0,109.6,973,0
type3,2125,691,0,0,1,2,61,0,1,2,0,82,0,0,139,31,0
type3,5035,200,0,0,21,12,3141,0,26,45,3,616,0,0,137.1,29,0
type3,5951,200,0,0,1,380,336,0,3,0,0,43,0,0,57,974,0
type3,1340,540,0,0,2,1,370,0,3,0,1,360,0,0,131.6,238,0
type3,3447,200,0,0,2,0,51,0,0,29,0,72,0,0,188.7,20,0
type3,2394,200,0,0,5,63,179,0,5,0,2,125,0,0,145.7,46,0
type3,7275,525,0,0,0,11,51,0,0,0,0,72,0,0,56.3,1011,0
type3,1355,200,0,0,1,19,108,0,2,3,0,71,0,2,135.2,15,0
type3,2034,550,1,0,1,1,34,0,1,0,0,724,0,0,151.2,25,0
type3,3461,200,0,0,1,1,29,0,0,0,0,23,0,0,129.6,8,0
type2,2065,565,0,0,0,16,0,0,0,0,0,5,0,0,60.5,371,0
type3,7290,200,0,0,0,0,90,0,1,0,0,52,0,0,146.8,8,0
type3,2443,200,0,0,0,2,19,0,0,1,0,23,0,0,155.3,71,1
type1,1996,200,0,0,2,2,29,0,0,0,0,22,0,0,100.4,1268,0
type2,1380,200,0,0,0,114,2,0,0,0,0,20,0,0,48.3,461,0
type3,1697,200,0,0,11,5,1718,0,13,2,3,1690,4,0,155.9,42,0
type4,2088,492,0,0,0,1,10,0,0,10,0,8,0,0,67.9,1077,0
type1,2034,550,0,0,1,9,26,0,0,4,0,16,0,0,98.1,1099,0
type2,1219,419,0,0,2,95,53,0,1,6,0,35,0,0,56.7,461,0
type3,4266,944,0,0,2,6,92,0,3,0,0,188,0,0,102.4,17,0
type1,5453,200,0,0,0,1,8,0,0,0,0,6,0,0,94.5,1121,0
type3,2242,200,0,0,2,2,65,0,0,0,0,64,0,0,142.8,24,1
type2,1364,200,0,0,0,2,3,0,0,0,0,5,0,0,67.2,450,0
type3,2225,550,0,0,3,1,74,0,3,0,0,2231,0,0,138.1,15,0
type3,2836,200,0,0,0,0,60,0,0,2,0,146,0,0,154.7,78,1
type3,1193,393,0,0,5,3,492,0,4,0,2,769,3,0,159.9,16,0
type2,5186,200,1,0,0,10,4,0,0,0,0,19,0,0,45.9,686,0
type2,2311,200,0,0,0,16,15,0.1,0,0,0,104,0,0,64.5,279,0
type3,1729,554,0,0,2,0,145,0,1,0,0,173,0,0,128.7,35,0
type1,1485,200,0,0,0,35,40,0,2,23,0,20,0,0,87,1219,0
type3,1361,200,0,0,1,3,51,0,0,0,0,57,0,0,133.3,23,0
type3,1784,200,0,0,1,4,212,0,2,1,0,133,0,0,140.2,27,0
type2,1181,381,0,0,0,9,10,0,0,0,0,7,0,0,47,606,0
type3,2050,200,0,0,1,0,65,0,0,22,0,204,0,0,133.8,153,1
type3,4803,200,0,0,0,0,73,0,1,0,0,174,0,0,159.7,32,1
type2,1689,200,0,0,0,10,3,0,0,0,0,9,0,0,44.2,687,0
type1,1991,550,0,0,1,3,44,0,1,83,0,23,0,0,114.5,967,0
type3,2909,200,0,0,0,182,181,0,23,28,0,72,0,0,54.6,1239,0
type1,1698,200,0,0,1,4,8,0,0,0,0,16,0,0,96.6,1097,0
type3,3090,200,0,0,2,11,46,0,1,4,0,9,1,0,126.4,36,0
type2,1486,200,0,0,1,334,117,0,2,2,0,19,0,0,43.1,662,0
type3,1388,375,0,0,0,4,291,0,2,0,0,100,0,0,145.9,28,0
type3,2581,200,0,0,0,0,20,0,0,0,0,29,0,0,131.9,6,0
type3,2134,200,0,0,6,6,280,0,8,7,0,221,0,0,58,1307,0
type1,1424,200,0,0,1,3,20,0,0,159,0,13,0,0,119.1,1065,0
type2,6542,200,0,0,0,10,2,0,0,0,0,17,0,0,61.5,308,0
type3,1000,200,0,0,6,0,139,0,2,0,0,419,1,0,131.9,26,0
type2,1310,200,0,0,0,6,20,0,0,0,0,11,0,0,48.1,256,0
type1,6660,200,0,0,0,2,14,0,0,242,0,15,0,0,110.5,1355,0
type3,7115,200,0,0,0,0,77,0,0,3,0,297,0,0,179.7,88,0
type3,3080,200,0,0,6,33,788,0,11,16,1,801,0,0,58.6,1148,1
type2,3097,200,0,0,4,1,16,0,0,0,0,18,0,0,67,348,0
type3,2271,200,0,0,0,66,189,0,2,3,2,74,0,0,141.3,110,0
type3,6259,200,0,0,1,63,64,0,1,0,3,97,0,0,133.5,58,0
type2,1540,363,0,0,0,25,2,0,0,0,0,12,0,0,44.2,633,0
type1,1352,200,0,0,4,2,19,0,0,205,0,16,0,0,119.8,1184,0
type4,4476,994,0,0,0,9,12,0,0,3,0,8,0,0,70,966,0
type2,2457,200,0,2,0,9,6,0,0,1,0,21,1,0,50.2,552,0
type3,2876,200,0,0,1,0,61,0,1,9,0,157,0,0,126.8,58,1
type1,2899,200,0,0,1,2,34,0,0,74,1,28,0,0,103.3,892,0
type1,1365,252,0,0,1,6,25,0,1,34,0,6,0,0,90,1143,0
type3,1634,200,0,0,0,0,41,0,0,2,0,304,0,2,125.4,10,0
type3,3993,1709,0,0,3,43,85,0,4,2,0,88,0,0,109.7,1142,0
type3,1671,488,0,0,0,0,64,0,0,2,0,240,0,0,144.3,59,0
type3,1329,340,0,1,6,7,106,0,1,6,1,289,0,1,145.5,46,0
type3,1182,382,0,0,2,2,98,0,1,0,0,811,0,0,131.7,6,0
type3,2379,200,0,0,0,0,64,0,0,0,0,179,0,0,131.4,30,1
type1,1333,200,0,0,3,4,45,0,1,2,0,12,0,0,99.1,1433,0
type2,2008,200,0,0,1,6,8,0,0,0,0,18,0,0,68.2,278,0
type3,1688,200,0,0,4,39,274,0,7,0,1,464,1,0,344.4,34,0
type1,1341,200,0,0,1,9,27,0,0,262,1,15,0,0,120.4,1519,1
type1,2008,200,1,1,2,59,30,0,1,1,1,14,0,0,86.5,1064,0
type1,2417,200,0,0,4,9,53,0,2,175,0,7,0,0,122.8,1146,0
type1,1485,200,0,0,0,13,30,0,0,4,0,12,0,0,94.5,1235,0
type3,1691,200,0,0,0,0,47,0,0,0,0,258,0,0,160.4,8,0
type3,1352,550,0,0,3,6,379,0,7,8,0,267,0,0,69.9,1537,0
type2,2436,200,0,0,1,9,11,0,0,0,0,21,0,0,68.7,214,0
type3,6880,200,0,0,0,24,35,0,0,0,0,26,0,0,110.5,1438,0
type3,9974,375,0,0,1,38,47,0,2,3,2,130,1,2,126.9,35,0
type1,3306,550,0,0,2,2,21,0,1,188,0,4,0,0,99,1247,0
type2,1506,375,0,0,0,111,9,0,0,0,0,20,0,0,45.7,604,0
type1,1174,200,0,5,0,2,13,0,0,254,0,2,0,0,119.8,1442,0
type1,4834,540,0,0,2,32,21,0,1,22,0,3,0,0,95.8,969,0
type3,5263,200,0,0,2,2,348,0,7,0,1,522,0,0,118.8,225,1
type1,3634,608,0,0,1,2,14,0,0,0,0,5,0,0,102.2,1101,0
type3,1441,200,0,0,0,1,11,0,0,1,0,13,0,0,127.9,43,0
type1,1306,506,0,0,4,4,43,0,0,7,0,13,0,0,103.1,1289,0
type1,1891,200,0,0,0,1,9,0,0,0,0,14,0,0,97,1286,0
type3,6026,200,0,0,0,5,23,0,0,0,0,22,0,0,131.4,11,0
type3,1383,200,1,0,7,4,1380,0,12,11,0,115,0,0,176.7,19,0
type3,1416,616,0,0,0,0,11,0,0,0,0,5,0,0,189.8,30,0
type3,4838,1008,0,0,0,1,196,0,2,1,0,274,0,0,171.8,191,0
type3,2756,550,0,0,1,72,440,0,4,3,1,441,0,0,152.9,82,0
type3,1355,375,0,0,2,6,162,0,4,6,1,300,0,0,71.7,1352,0
type1,1886,200,0,0,1,3,24,0,1,54,0,12,0,0,84,1302,0
type3,6639,503,0,0,0,7,42,0,0,0,0,59,0,0,172.2,135,0
type3,2406,200,0,0,1,6,83,0,2,2,0,183,0,0,110.3,31,0
type3,3440,200,0,0,3,10,194,0,4,9,1,159,0,0,69.3,1409,1
type4,1702,200,0,0,0,167,14,0,0,133,0,11,0,0,81.7,1197,0
type1,1723,550,0,0,0,2,15,0,0,124,0,7,0,0,87.5,1256,0
type3,2144,200,0,0,2,1,146,0,2,8,0,192,0,0,179.8,113,1
type3,5540,200,0,0,0,0,21,0,0,1,0,16,0,0,137,56,0
type1,1342,542,0,0,3,62,39,0,2,9,0,9,0,0,93.8,1178,0
type1,2312,1512,0,0,1,6,18,0,0,43,0,9,0,0,94.9,1119,0
type3,1548,375,0,0,2,1,134,0,2,0,0,2054,0,0,136.7,26,0
type2,2007,1250,0,0,0,291,166,0,1,1,0,26,0,0,44,689,0
type2,1368,200,0,0,1,384,8,0,2,0,0,22,0,0,32.4,524,0
type1,2005,200,0,0,2,6,29,0,0,1,0,5,0,0,98.1,1104,0
type1,2080,200,0,0,0,7,10,0,0,38,0,9,0,0,104.8,981,0
type1,2034,529,0,0,0,13,11,0,0,42,0,5,0,0,92.9,1027,0
type2,1366,566,0,0,0,181,3,0,0,0,0,4,0,0,45.6,663,0
type3,3447,550,0,0,0,0,13,0,0,0,0,16,0,0,185.3,28,0
type2,1709,200,0,0,0,154,4,0,0,0,0,3,0,0,43.4,642,0
type3,6758,200,0,0,2,4,139,0,1,2,0,289,0,0,154.1,18,0
type3,1724,924,0,0,8,1,255,0,2,4,1,1855,0,0,144.7,39,0
type3,1389,375,0,0,7,2,173,0,2,7,2,479,0,0,169.1,75,0
type3,1331,200,0,0,3,22,282,0,4,0,0,327,0,0,141.1,32,0
type1,3095,200,0,0,0,2,11,0,0,41,0,6,0,0,97.6,893,0
type1,1686,550,0,0,1,1,13,0,0,222,0,7,0,0,120.4,1423,0
type1,1161,361,0,0,0,2,11,0,0,190,0,10,0,0,119.6,1083,0
type2,1347,547,0,0,4,13,13,0,0,0,0,17,0,0,47.4,628,0
type3,2202,375,0,1,16,103,785,0,12,1,5,946,1,1,135.4,70,0
type1,2225,375,0,0,2,10,25,0,1,3,0,24,0,0,89.5,1127,0
type1,1371,571,0,0,0,0,5,0,0,41,0,13,0,0,99.5,1128,0
type2,1516,200,0,0,0,8,5,0,0,0,0,8,0,0,47.3,590,0
type1,2026,200,0,0,2,6,22,0,0,1,0,8,0,0,96,1346,0
type3,2106,550,0,0,2,10,257,0,4,6,1,189,0,0,51.6,1273,0
type1,1381,375,0,0,0,0,12,0,0,274,0,27,0,0,125.2,1416,0
type2,1735,568,0,0,1,10,6,0,0,0,0,5,0,0,48.6,480,0
type3,2150,200,0,0,6,38,426,0,4,10,3,950,4,0,123.4,98,0
type1,6649,1630,0,0,2,2,23,0,0,0,0,19,0,0,95.7,1311,0
type2,1175,375,0,0,0,0,2,0,0,0,0,39,0,0,2.9,2,0
type3,2308,398,0,0,2,5,168,0,3,1,0,5420,0,0,152.3,32,0
type1,2046,200,0,0,0,1,5,0,0,92,0,9,0,0,102.8,851,0
type3,6331,200,0,0,0,0,48,0,0,0,0,62,0,0,164.7,37,0
type3,2391,1591,0,0,8,127,451,0,7,1,6,198,0,0,133.4,87,0
type4,4147,200,0,0,1,295,22,0,1,52,0,18,0,0,72.2,1236,1
type3,2443,200,0,0,0,12,40,0,0,0,0,33,0,0,129.2,13,0
type1,4643,398,0,0,0,2,16,0,0,0,0,7,0,0,94.7,1117,0
type3,2407,200,0,0,10,102,1367,0,15,0,2,2956,1,0,132.2,181,0
type1,3774,200,0,0,0,2,23,0,0,0,0,6,0,0,89.1,1101,0
type1,3914,200,0,0,0,1,9,0,0,0,0,9,0,0,97.9,1312,1
type3,2468,550,1,2,78,821,7655,0.1,65,10,51,7324,35,2,168.7,458,1
type3,2384,200,1,0,22,9,2224,0,24,2,11,5348,19,1,138.1,17,0
type3,1676,375,0,0,3,5,532,0,5,4,1,262,0,0,144.1,118,0
type1,1331,389,0,0,2,30,27,0,2,17,1,14,1,0,95.1,1069,0
type3,39411,200,0,0,0,0,64,0,0,0,0,111,0,0,179.7,39,0
type1,2089,200,0,0,1,1,12,0,1,1,0,18,0,0,108.6,1305,0
type3,1182,382,0,0,2,6,139,0,2,4,0,377,0,0,153.9,242,0
type3,1356,200,0,0,1,15,52,0,1,0,0,65,0,0,141.3,19,0
type3,1510,550,0,0,0,2,67,0,1,3,1,94,0,0,167.7,52,0
type1,1525,375,0,0,3,40,43,0,2,3,0,2,0,0,98.6,1220,0
type1,3545,200,1,0,2,26,24,0,1,10,1,18,0,0,86.6,1076,0
type3,4528,200,0,0,0,0,51,0,0,0,0,167,0,0,160.3,14,0
type2,4969,200,0,0,0,6,0,0,0,0,0,7,0,0,46.9,586,1
type3,1989,550,0,0,2,2,99,0,2,0,0,593,0,0,142.7,8,0
type2,3070,200,0,0,0,2,2,0,0,0,0,8,0,0,46.5,282,0
type3,2498,200,0,0,5,3,1466,0,11,29,1,45,0,0,127.7,52,0
type2,2398,511,0,0,9,29,5,0,0,0,0,7,0,0,55.2,357,0
type1,1525,200,0,0,0,3,6,0,0,61,0,15,0,0,110.2,1105,0
type3,2551,391,0,0,0,4,24,0,0,0,0,43,0,0,112.6,1260,0
type1,1859,200,0,0,27,29,141,0,2,168,1,12,0,0,126.2,1076,0
type3,1311,511,0,0,0,2,19,0,0,0,0,43,0,0,161.5,9,0
type3,1364,200,0,0,47,8,3780,0,48,29,4,2264,0,0,146.8,65,0
type3,2902,683,0,0,0,17,67,0,2,0,0,86,0,0,107.1,1344,0
type2,2025,200,0,0,0,9,6,0,0,0,0,21,0,0,43.9,649,0
type2,1283,483,0,0,0,142,1,0,0,0,0,10,0,0,43.2,636,1
type2,1363,563,0,0,0,151,1,0,0,1,0,10,0,0,43.6,662,0
type1,5639,200,0,0,0,0,9,0,0,41,0,7,0,0,88.3,1047,0
type1,1683,200,0,0,1,19,42,0,0,208,0,12,0,0,107,1207,0
type3,1688,200,0,0,0,20,35,0,1,1,2,19,0,0,146.3,95,0
type1,3172,200,2,0,2,29,27,0,1,50,0,18,0,0,101.3,1192,0
type2,7534,200,0,0,2,36,13,0,0,0,0,10,3,0,61.4,412,0
type3,2244,1444,0,0,4,7,300,0,6,14,1,312,0,0,71.1,1507,0
type1,2088,393,0,0,0,3,24,0,0,0,0,7,0,0,92.2,995,0
type3,8096,1600,0,0,0,0,48,0,0,2,0,238,0,2,126.3,10,0
type3,5153,503,0,0,2,18,71,0,2,0,0,88,0,0,135,16,0
type1,2166,200,0,0,6,34,99,0,2,52,1,34,0,0,128.3,1302,0
type3,9832,200,0,0,3,0,272,0,3,0,0,742,0,0,154.5,18,0
type3,1401,200,0,0,10,40,428,0,10,1,2,3178,1,0,137.1,58,0
type3,2057,200,0,0,2,0,49,0,0,0,1,41,0,0,130.9,7,0
type1,1650,200,0,0,3,73,39,0,2,19,3,8,0,0,95.7,1244,1
type3,7679,200,0,0,3,124,195,0,5,0,5,88,0,0,143.4,103,0
type3,2038,200,0,0,4,2,613,0,4,0,2,444,0,0,159.6,13,0
type3,2453,200,0,0,0,5,81,0,5,3,0,103,0,0,139.3,42,0
type3,2058,200,0,0,2,1,133,0,4,4,1,2359,0,0,154.2,28,1
type4,3090,1129,0,0,0,9,93,0,0,0,0,42,0,0,38.3,11,0
type1,1970,200,0,0,2,3,10,0,0,166,0,10,0,0,119.8,1088,0
type4,2400,1600,0,0,0,3,17,0,0,17,0,12,0,0,62.5,1096,0
type3,22327,200,0,0,0,0,38,0,0,0,0,368,0,0,130.8,6,0
type1,1695,895,0,0,0,1,6,0,0,74,0,18,0,0,108.5,1003,0
type3,2739,200,0,0,0,7,18,0,0,0,0,24,0,0,186.4,18,0
type1,7909,200,0,0,0,2,6,0,0,241,2,6,0,0,112.7,1457,0
type3,2398,200,0,0,3,0,117,0,2,0,0,1013,0,0,119,36,0
type3,3565,911,0,1,25,114,1717,0,20,2,9,3335,5,0,157.4,104,1
type3,2061,200,0,0,2,1,309,0,2,1,0,256,2,0,137.4,59,0
type3,2045,200,0,0,0,30,53,0,0,0,0,33,0,0,137.6,82,0
type1,2008,200,0,0,2,9,29,0,1,206,1,12,0,0,100,1285,0
type1,6532,200,0,0,1,2,7,0,0,0,1,7,0,0,96.2,1256,1
type3,1690,200,0,0,4,2,133,0,3,3,1,572,0,0,112.6,102,1
type3,1320,200,0,0,1,2,164,0,2,1,0,67,0,0,145,48,1
type3,1372,572,0,0,4,110,1164,0,51,9,4,1243,0,0,69.8,1341,0
type3,2068,200,0,0,13,4,1395,14.3,15,0,3,5761,15,0,212.1,98,0
type1,1322,200,0,0,0,4,17,0,0,209,0,19,0,0,108.7,1308,0
type2,3389,2650,0,0,0,9,9,0,0,0,0,10,0,0,57.4,356,0
type1,2125,200,0,0,4,118,70,0,2,28,0,11,0,0,94.7,1185,0
type1,1000,200,0,0,4,1,19,0,0,29,0,18,0,0,64.4,1150,0
type3,1756,956,0,0,2,10,129,0,2,0,0,189,0,0,149.4,38,0
type2,1750,200,0,0,0,2,5,0,0,0,0,19,0,0,66.8,382,0
type3,1363,550,0,0,0,0,62,0,0,0,0,54,0,0,118.9,19,0
type1,1247,447,0,0,0,1,33,0,0,192,0,3,0,0,130.4,1150,0
type3,3912,662,0,0,0,0,58,0,0,2,0,92,0,0,135.3,72,0
type3,2490,200,0,0,3,158,292,0,3,7,0,358,2,2,187.5,50,0
type3,5218,200,0,0,2,3,407,0.1,3,0,1,28,0,0,250.3,16,0
type1,1698,200,0,0,1,4,11,0,0,234,0,2,0,0,112.7,1362,0
type2,3033,200,0,0,8,9,15,0,0,1,0,26,0,0,60.7,257,0
type3,1511,200,0,0,0,0,65,0,0,2,0,274,0,0,147.1,29,0
type3,1710,200,0,0,8,27,274,0,2,27,0,140,0,0,95.4,742,0
type3,1750,900,0,0,77,7,2458,0,20,2,7,1854,7,0,159,29,0
type3,8952,200,0,0,37,161,1679,0,29,3,5,1245,4,0,142.6,109,1
type2,1679,200,0,0,1,80,63,0,1,5,0,30,0,0,46.9,869,0
type1,5545,200,0,0,13,6,52,0,0,140,0,10,0,0,112.8,1112,0
type3,2440,413,0,0,11,5,896,0,6,8,1,481,0,0,56.4,1328,0
type3,3465,200,0,0,24,217,2460,0,19,3,14,2848,8,1,145.7,129,1
type3,9104,200,0,0,0,185,27,0,2,0,6,15,0,0,119.5,954,1
type3,3926,676,0,0,0,7,88,0,0,0,0,125,0,0,105.5,1350,0
type3,3622,200,0,0,0,0,94,0,0,2,0,45,0,0,129.9,2,0
type4,4910,200,0,0,0,540,29,0,0,135,1,20,0,0,75.4,1142,0
type1,1824,200,0,0,0,8,24,0,0,1,0,3,0,0,85.3,1369,0
type1,3198,200,0,0,3,9,44,0,1,2,1,12,0,0,88.8,1075,1
type1,2406,375,0,0,1,2,14,0,0,1,0,11,0,0,100.8,613,0
type1,1377,200,0,0,1,3,12,0,1,217,0,12,0,0,111.3,1222,0
type1,3795,200,0,0,3,2,29,0,0,258,0,19,0,0,114.5,1370,1
type3,1679,200,0,0,0,0,98,0,1,7,0,30,0,0,143.3,15,0
type1,1687,200,0,0,8,69,71,0,2,3,0,10,0,0,99.1,1298,0
type1,1713,552,0,0,1,5,32,0,0,14,0,24,0,0,92.9,870,0
